Key,Block Number,Road Name,Property City,Property State,Zip Code Short,Neighborhood,Property Use,Parcel Square Footage,Finished Living Space,2016 Land,2016 Building,2015 Land,2015 Building,2012 Land,2012 Building,Most Recent Sale Date, Sale Price 
647,1400,Colley Av,Norfolk                         ,VA  ,23517,150390,Commercial,6444,NULL,145500,21200,145500,21200,145500,21200,Apr 23 2008,0
649,500,Redgate Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,5900,3587,210500,279600,210500,279600,210500,279600,Oct 16 2013,399000
650,800,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,2500,1247,82700,141200,82700,141200,82700,141200,Nov  4 2005,275000
651,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3680,2993,160900,206200,160900,206200,160900,206200,Apr 13 2004,175000
652,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3824,1491,133100,190500,133100,190500,133100,190500,Apr 30 2008,345000
653,1000,Colonial Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,745,17900,112200,17900,104800,17900,104800,Aug  2 2006,0
654,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Duplex,3750,2516,121000,164800,121000,164800,121000,164800,Apr 11 1986,85000
655,700,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,0,2680,102100,245500,102100,238800,102100,238800,May 27 2015,369000
657,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2600,1651,76800,206500,76800,206500,76800,206500,Nov  2 1993,137000
658,600,Colonial Av,Norfolk                         ,VA  ,23507,150600,Fourplex,5500,3902,154500,461500,154500,438400,154500,438400,Dec 11 2009,0
659,600,Redgate Av,Norfolk                         ,VA  ,23507,150300,Triplex,2879,3300,105400,215100,105400,215100,105400,215100,Jul  1 2013,0
660,600,Graydon Av,Norfolk                         ,VA  ,23507,150300,Triplex,2484,2807,103300,214300,103300,210100,103300,210100,May 26 2005,0
661,500,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,4500,4038,128500,482700,128500,451600,128500,451600,Dec 23 2014,584000
662,1400,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1776,78700,216700,78700,216700,78700,216700,Jan 15 2002,137500
663,500,Warren Cres,Norfolk                         ,VA  ,23507,150600,Vacant Land,0,NULL,108000,0,108000,0,108000,0,May 17 2005,1136500
665,800,Graydon Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,5625,3608,139200,230100,139200,230100,139200,230100,Apr 30 2004,530000
666,800,Graydon Av,Norfolk                         ,VA  ,23507,150100,Vacant Land,0,NULL,139200,0,139200,0,139200,0,Apr 30 2004,530000
667,700,Botetourt Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,3400,2686,145300,287700,145300,287700,145300,287700,Feb  6 2015,0
668,600,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2300,2808,86600,279500,86600,279500,86600,279500,Jul 25 2011,383500
669,800,Redgate Av,Norfolk                         ,VA  ,23507,150190,Commercial,37360,NULL,504300,772300,504300,772300,504300,772300,Jun 30 1989,0
670,300,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,4557,2891,164900,276500,164900,276500,164900,276500,May 13 2011,470000
671,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1081,44300,138500,44300,147100,44300,147100,Jul 15 2015,180000
673,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,127600,39400,127600,39400,127600,Oct 26 2005,199900
674,500,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3973,142500,397200,142500,377400,142500,377400,May  2 1973,60000
675,500,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Vacant Land,0,NULL,142500,0,142500,0,142500,0,May  2 1973,60000
676,500,Boissevain Av,Norfolk                         ,VA  ,23507,150600,Duplex,3125,2673,83000,250900,83000,238500,83000,238500,Apr 28 2008,390000
677,1200,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,4366,209800,410400,209800,410400,209800,410400,Nov 16 1994,325000
678,600,Redgate Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2879,2943,105400,274200,105400,274200,105400,274200,Apr 28 2005,449000
679,500,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,9246,5125,483000,562300,483000,626900,483000,626900,Jun 30 2016,800000
681,800,Westover Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,4769,4052,112100,324700,112100,324700,112100,324700,Oct 13 2000,264900
682,600,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Fourplex,3125,3134,108400,219600,108400,219600,108400,219600,Jan  3 2003,245000
683,400,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,3000,3570,146600,334600,146600,373000,146600,373000,Dec 19 1994,203000
684,400,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,2600,2277,72500,426500,72500,405300,72500,405300,Dec 29 2008,630000
685,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,2500,1303,85300,118200,85300,118200,85300,118200,Nov 28 1995,74000
686,900,Gates Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4750,2102,155900,283700,155900,283700,155900,283700,Apr  8 1997,111900
687,600,Stockley Gdns,Norfolk                         ,VA  ,23507,150300,Duplex,3750,3756,174200,235600,174200,235600,174200,235600,Apr 28 2004,390000
689,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3750,1691,128000,176800,128000,176800,128000,176800,Aug 16 1982,76500
690,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2400,1651,73900,213300,73900,213300,73900,213300,Sep 21 2002,215000
691,1000,Colonial Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,1112,28900,177300,28900,165500,28900,165500,Oct 22 2004,215000
692,600,Boissevain Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2875,1657,100000,162300,100000,162300,100000,162300,Sep 17 1987,122000
693,700,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,0,2582,102100,228400,102100,228400,102100,228400,Jun 28 2004,362500
694,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,1992,2908,69000,318600,69000,318600,69000,318600,May  4 2000,195000
695,1900,Colley Av,Norfolk                         ,VA  ,23517,150390,Commercial,10000,NULL,240000,272200,240000,272200,240000,272200,Sep 30 2014,0
697,800,Graydon Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,2749,2473,70900,255700,70900,255700,70900,255700,Feb 19 2010,0
698,600,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2100,2808,109300,271100,109300,271100,109300,271100,Sep 22 2008,452500
699,500,Boissevain Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,3125,2714,101800,253000,101800,253000,101800,253000,Jul 20 2004,281800
700,500,Colonial Av,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,3800,2955,108000,475400,108000,451700,108000,451700,Nov 13 2014,550000
701,500,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,2807,90500,347800,90500,330500,90500,330500,Aug 23 2001,0
702,600,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,4606,2599,167600,262200,167600,262200,167600,262200,Jun 12 1998,189000
703,600,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3125,2600,108400,270000,108400,270000,108400,270000,Mar 12 2007,465000
705,600,Westover Av,Norfolk                         ,VA  ,23507,150300,Fourplex,4688,3910,162600,181900,162600,181900,162600,181900,Mar  3 1972,20000
706,700,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,3125,2965,108400,284700,108400,284700,108400,284700,May 28 2015,281847
707,700,Redgate Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2875,2735,108400,299500,108400,299500,108400,299500,Dec 23 1998,147500
708,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,127600,39400,127600,39400,127600,May 24 2013,150000
709,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Triplex,0,3257,135000,319400,135000,303500,135000,303500,May 30 2001,167500
710,400,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,3112,93000,350000,93000,350000,93000,350000,Oct 14 1977,74800
711,700,Boush St,Norfolk                         ,VA  ,23510,150990,Commercial,11729,NULL,399600,66700,399600,66700,399600,66700,Dec 27 2013,0
713,400,Pembroke Av,Norfolk                         ,VA  ,23507,150600,Duplex,0,3393,142500,259000,142500,246100,142500,246100,Jun  3 2009,0
714,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,2760,5129,121700,495700,121700,495700,121700,495700,Jul 28 2000,0
715,800,Harrington Av,Norfolk                         ,VA  ,23517,150300,Duplex,7500,2798,247900,149000,247900,149000,247900,149000,May  3 2005,399000
716,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,4500,2266,163200,300100,163200,300100,163200,300100,Oct 24 1997,0
717,1700,Colley Av,Norfolk                         ,VA  ,23517,150390,Commercial,0,NULL,240000,215400,240000,215400,240000,215400,Dec 31 1990,0
718,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3750,1461,128000,100700,128000,100700,128000,100700,Apr 23 1998,70000
719,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,1992,2982,69000,336700,69000,336700,69000,336700,Mar 31 2000,205000
721,1000,Colonial Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,1112,28900,177300,28900,165500,28900,165500,Apr 27 1989,69000
722,600,W Olney ,Norfolk                         ,VA  ,23510,150680,Condominium,0,1482,31100,191300,31100,191300,31100,191300,Dec 12 2014,210000
723,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1330,135700,161200,135700,161200,135700,161200,Nov 17 2009,284000
724,700,Botetourt Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2300,2520,102100,266700,102100,266700,102100,266700,Jul 14 2015,0
725,700,W Princess ,Norfolk                         ,VA  ,23517,150300,Duplex,3675,2627,142400,164500,142400,164500,142400,164500,Mar 29 2001,164500
726,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1372,56300,171400,56300,182100,56300,182100,Aug 16 2012,217000
727,900,Brandon Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4000,1519,129800,188900,129800,188900,129800,188900,Apr 10 2002,151900
729,600,Shirley Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3938,2852,152500,245100,152500,245100,152500,245100,Oct 17 2007,0
730,500,Washington Park,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4784,2870,152200,173500,152200,173500,152200,173500,Dec 15 2004,0
731,600,Raleigh Av,Norfolk                         ,VA  ,23507,150380,Condominium,0,542,13000,72100,13000,72100,13000,72100,Jun  3 2009,110000
732,600,Raleigh Av,Norfolk                         ,VA  ,23507,150380,Condominium,0,748,18000,93700,18000,93700,18000,93700,Jul 27 2000,49900
733,600,Raleigh Av,Norfolk                         ,VA  ,23507,150380,Condominium,0,726,17400,91600,17400,91600,17400,91600,Jul 29 2009,0
734,600,Raleigh Av,Norfolk                         ,VA  ,23507,150380,Condominium,0,726,17400,91600,17400,91600,17400,91600,May 18 2007,144750
735,600,Raleigh Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,574,13800,75900,13800,75900,13800,75900,Jul 15 2016,95000
737,600,Raleigh Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,556,13300,76200,13300,76200,13300,76200,Sep  9 2009,110000
738,600,Raleigh Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,508,12200,70300,12200,70300,12200,70300,May 25 2007,157000
739,600,Raleigh Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,843,20200,106500,20200,106500,20200,106500,Jan 29 2016,138000
740,600,Raleigh Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,902,21600,112500,21600,112500,21600,112500,Jun 26 2006,165000
741,600,Raleigh Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,615,14800,83300,14800,83300,14800,83300,Oct 29 2013,0
742,600,Raleigh Av,Norfolk                         ,VA  ,23507,150380,Condominium,0,528,12700,70500,12700,70500,12700,70500,Mar 19 2012,85000
743,800,Gates Av,Norfolk                         ,VA  ,23517,150300,Duplex,7900,2504,247900,402700,247900,402700,247900,402700,Nov 27 2012,0
745,900,Gates Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3562,1180,116900,105100,116900,105100,116900,105100,Jul  2 1993,62500
746,600,W Olney ,Norfolk                         ,VA  ,23507,150680,Condominium,0,1192,25000,160300,25000,160300,25000,160300,Nov  8 2002,110000
747,300,Colonial Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,6200,5064,192500,453500,192500,430800,192500,430800,Oct 15 2004,705000
748,1000,Colonial Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2262,75800,265600,75800,265600,75800,265600,Sep 15 1989,161000
749,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Fourplex,5462,3376,189400,233100,189400,233100,189400,233100,Dec 20 1982,92700
750,600,Botetourt Gdns,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,0,2214,98000,213100,98000,202400,98000,202400,Mar  1 1993,160000
751,800,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,4600,2128,126900,242800,126900,242800,126900,242800,Nov  6 2015,415000
753,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Single Family - Detached,0,2962,103000,277400,103000,263500,103000,263500,Sep 29 2015,0
754,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1200,49200,149700,49200,159100,49200,159100,Jul 24 2013,185000
755,400,Warren Cres,Norfolk                         ,VA  ,23507,150600,Triplex,0,3432,94500,326100,94500,309800,94500,309800,Mar 24 1983,110000
756,900,Woodrow Av,Norfolk                         ,VA  ,23517,150390,Industrial,9584,NULL,105400,288300,105400,288300,105400,288300,Dec 20 2012,442500
757,1000,Colonial Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2262,78700,276200,78700,276200,78700,276200,Nov 15 1993,147500
758,1100,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2187,116000,258500,116000,258500,116000,258500,Feb 28 2013,325000
759,1200,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,3100,2292,112600,281500,112600,281500,112600,281500,May 21 1979,113700
761,500,Boissevain Av,Norfolk                         ,VA  ,23507,150390,Commercial,0,NULL,116900,8600,116900,8600,116900,8600,Jan 22 2003,0
762,1100,Colley Av ,Norfolk                         ,VA  ,23507,150180,Condominium,0,1465,45400,170200,45400,170200,45400,170200,Sep 22 2004,0
763,1100,Colley Av ,Norfolk                         ,VA  ,23507,150180,Condominium,0,1465,45400,170200,45400,170200,45400,170200,Jun 10 2004,209900
764,1100,Colley Av ,Norfolk                         ,VA  ,23507,150180,Condominium,0,1606,49800,183500,49800,183500,49800,183500,May 12 1999,65000
765,1100,Colley Av ,Norfolk                         ,VA  ,23507,150180,Condominium,0,1606,49800,183500,49800,183500,49800,183500,Aug 19 1999,84500
766,1100,Colley Av ,Norfolk                         ,VA  ,23507,150180,Condominium,0,1216,37700,132000,37700,132000,37700,132000,Jun  1 1999,38200
